page_id,title,is_redirect,is_disambiguation,qid,length_chars,words,references,images,internal_links,categories
5366,Саха Республикасы,0,0,Q6605,8360,976,0,3,52,1
5367,Татарстан,0,0,Q5481,12245,1298,4,3,71,2
5369,Хакасия,0,0,Q6543,17251,2097,0,27,91,1
5372,Нахшыван Автономиялы Республикасы,0,0,Q131083,2874,304,1,0,18,2
5373,Қарақалпақстан,0,0,Q484245,23798,2571,19,2,105,1
5376,Түркі тілді аумақтар,0,0,Q1542849,2745,235,2,2,39,2
5396,Ауғанстан,0,0,Q889,39128,4100,39,11,288,1
5397,Ирак,0,0,Q796,24941,3015,12,8,194,1
5398,Моңғолия,0,0,Q711,15368,1777,6,3,125,1
5593,Протерозой,0,0,Q104162,2852,296,1,1,27,2
5594,Архей,0,0,Q104168,5567,663,3,0,18,2
5595,Хадей,0,0,Q104460,582,59,1,0,5,2
5599,Бор кезеңі,0,0,Q44626,32160,3855,3,0,53,2
5635,Жапония,0,0,Q17,32802,3967,10,10,230,1
5665,Прекембрий,0,0,Q103910,995,112,1,0,8,2
5666,Триас дәуірі,0,0,Q47158,5649,687,2,0,41,2
5667,Мысыр,0,0,Q79,26452,3219,10,3,120,1
5668,Юра кезеңі,0,0,Q45805,9383,1113,4,4,69,2
5673,Геохронология шәкілі,0,0,Q43521,2329,180,0,0,13,3
5676,Ордовик кезеңі,0,0,Q62100,5919,658,3,3,33,1
5697,Фанерозой,0,0,Q101313,1301,137,1,0,4,2
5778,Грекия,0,0,Q41,27468,3215,8,5,85,2
5779,Мажарстан,0,0,Q28,18322,2121,8,1,68,1
5780,Латвия,0,0,Q211,44645,5475,11,2,58,2
5783,Қазақстан футбол федерациясы,0,0,Q528699,11158,1074,21,0,51,2
5790,Атырау (футбол клубы),0,0,Q733451,5969,730,0,1,60,3
5801,Шыңжаң Ұйғыр автономиялық ауданы,0,0,Q34800,16867,1993,0,2,170,1
5809,Шығыс Түркістан,0,0,Q840601,2054,251,0,2,6,0
5811,Сұлтан Рамазанұлы Жанболатов,0,0,Q12563910,4344,505,0,0,36,12
5814,Қасым Қабылхақұлы Қалбанов,0,0,Q12575142,1283,113,0,0,16,1
5821,Ұлыбритания,0,0,Q145,23876,2760,10,4,194,1
5824,Албания,0,0,Q222,21169,2400,9,16,234,3
5825,Литва,0,0,Q37,9454,948,6,2,59,2
5826,Франция,0,0,Q142,66644,7791,14,21,405,1
5832,Румыния,0,0,Q218,22980,2721,8,3,52,1
5833,Словакия,0,0,Q214,20829,2433,9,5,96,1
5834,Чехия,0,0,Q213,8303,826,7,0,70,1
5835,Монако,0,0,Q235,8791,1072,7,1,25,1
5841,Сауд Арабиясы,0,0,Q851,45365,5170,38,19,388,1
5843,Біріккен Араб Әмірліктері,0,0,Q878,15373,1906,6,1,60,1
5845,Израиль,0,0,Q801,17328,2039,4,0,82,1
5846,Корея Республикасы,0,0,Q884,68376,6961,84,38,476,1
5847,Филиппин,0,0,Q928,11593,1201,8,1,51,1
5849,Пәкістан,0,0,Q843,21570,2388,14,6,131,1
5856,Вьетнам,0,0,Q881,10025,1233,2,1,86,1
5857,Ливан,0,0,Q822,8927,1020,5,0,63,1
5858,Оман,0,0,Q842,10009,1203,10,1,20,1
5859,Марокко,0,0,Q1028,11585,1395,7,0,126,1
5860,Алжир,0,0,Q262,17683,2146,6,0,93,1
5861,Чад,0,0,Q657,19332,2362,5,7,80,1
5862,Мавритания,0,0,Q1025,7261,847,5,0,33,1
5866,"Боже, Царя храни",0,0,Q478470,877,120,0,1,1,2
5867,Кембрий кезеңі,0,0,Q79064,6511,747,2,0,101,2
5868,Силур кезеңі,0,0,Q62412,5217,573,1,1,21,2
5869,Девон кезеңі,0,0,Q65955,1611,192,1,0,13,2
5871,Карбон кезеңі,0,0,Q133738,5222,624,1,0,49,2
5872,Перм кезеңі,0,0,Q76402,5952,687,2,3,33,4
5873,Палеоген кезеңі,0,0,Q55810,4595,496,3,0,107,2
5874,Неоген кезеңі,0,0,Q103924,3041,358,2,0,13,2
5889,Қазақстан премьер-министрі,0,0,Q2416315,12905,1124,5,16,101,1
5892,Адай,0,0,Q4057227,16166,2024,3,0,154,1
5893,Алтай тілдері,0,0,Q37845,1934,194,2,1,27,2
5910,ҚазСат-1,0,0,Q16735643,3093,311,3,0,16,2
5942,Қала,0,0,Q515,8944,998,8,15,72,2
5943,Battlestar Galactica,0,0,Q836013,4778,665,1,1,36,2
5951,Футбол,0,0,Q2736,21351,2467,15,3,122,1
5952,УЕФА,0,0,Q35572,6106,690,1,3,59,3
5955,Олжашы батыр Бәйбөріұлы,0,0,Q12557117,1796,214,1,0,22,3
6080,Америка Самоасы,0,0,Q16641,4951,606,1,0,24,2
6084,Аргентина,0,0,Q414,34653,4000,10,8,93,1
6095,Эритрея,0,0,Q986,7891,954,6,0,42,1
6096,Канада,0,0,Q16,21801,2445,9,3,146,4
6097,Черногория,0,0,Q236,25806,3090,8,2,70,1
6098,Гонконг,0,0,Q8646,9565,1146,4,3,27,4
6099,Шри-Ланка,0,0,Q854,11366,1314,7,0,56,1
6100,Болгария,0,0,Q219,24766,2950,7,0,58,1
6102,Иордания,0,0,Q810,10799,1023,8,1,67,1
6103,Тунис,0,0,Q948,7677,857,7,0,46,1
6104,Танзания,0,0,Q924,21202,2545,7,0,128,1
6105,Тайланд,0,0,Q869,9289,969,9,0,27,1
6106,Судан,0,0,Q1049,10182,1225,6,0,97,1
6107,Сомали,0,0,Q1045,8845,1041,1,0,87,1
6110,Польша,0,0,Q36,60618,7358,9,13,96,1
6117,Мори Қазақ автономиялық ауданы,0,0,Q1023497,2270,269,1,1,23,3
6118,Баркөл Қазақ автономиялық ауданы,0,0,Q808309,1584,196,0,0,27,2
6119,Қытайда тұратын қазақтар,0,0,Q4208066,2422,226,0,1,27,3
6122,Ақсай Қазақ автономиялық ауданы,0,0,Q421446,1341,164,0,0,11,2
6124,Көрші (журнал),0,0,Q1046697,998,95,0,1,16,2
6126,Қазақтардың Дүниежүзілік құрылтайы,0,0,Q25530330,5880,642,4,0,55,2
6127,Ұлы Қытай қорғаны,0,0,Q12501,6313,799,0,2,40,1
6132,Ұлы Жібек жолы,0,0,Q36288,39519,5056,4,3,100,5
6133,Үрімжі,0,0,Q16959,7389,883,0,0,25,3
6137,Куба,0,0,Q241,10568,1099,8,3,90,1
6138,Йемен,0,0,Q805,13493,1615,7,3,85,1
6139,Ирландия,0,0,Q27,9592,957,6,2,96,1
6143,Гибралтар,0,0,Q1410,3712,380,3,0,13,2
6144,Жаңа Зеландия,0,0,Q664,22556,2595,10,1,56,1
6148,Малайзия,0,0,Q833,28270,3113,17,7,141,1
6149,Нигерия,0,0,Q1033,9759,1170,4,0,31,1
6150,Перу,0,0,Q419,12324,1414,9,5,60,1
6151,Сирия,0,0,Q858,38342,4344,21,11,289,1
6152,Гренландия (арал),0,0,Q4148644,2671,334,0,0,6,2
6154,Солтүстік Корея,0,0,Q423,9653,1038,6,2,36,1
6158,Хорватия,0,0,Q224,14247,1572,7,1,100,1
6160,Чили,0,0,Q298,10390,1187,8,1,20,1
6162,Фиджи,0,0,Q712,8261,950,8,0,30,1
6164,Уругвай,0,0,Q77,5813,602,6,0,21,1
6165,Сербия,0,0,Q403,30293,3611,7,2,52,1
6167,Сальвадор,0,0,Q792,14643,1709,11,4,54,1
6168,Словения,0,0,Q215,20070,2349,7,6,195,1
6171,Замбия,0,0,Q953,8137,915,6,1,57,1
6172,Боливия,0,0,Q750,11902,1346,7,6,115,1
6173,Ботсвана,0,0,Q963,25527,2730,67,0,31,1
6174,Мьянма,0,0,Q836,17521,1887,21,4,129,1
6178,Бангладеш,0,0,Q902,10527,1050,8,0,51,1
6182,Бельгия,0,0,Q31,28698,3463,7,2,193,1
6183,Бруней,0,0,Q921,14353,1650,6,0,135,1
6184,Бразилия,0,0,Q155,12120,1368,6,2,71,4
6186,Доминикан Республикасы,0,0,Q786,4741,482,7,0,16,1
6189,Гватемала,0,0,Q774,5425,609,5,0,21,1
6190,Гуам,0,0,Q16635,4370,444,0,0,14,5
6191,Кения,0,0,Q114,14817,1627,9,0,98,3
6192,Мали,0,0,Q912,7648,801,9,2,81,1
6196,Гондурас,0,0,Q783,12839,1419,6,3,70,1
6197,Оңтүстік Африка Республикасы,0,0,Q258,13793,1730,6,0,65,1
6199,Шығыс Тимор,0,0,Q574,8353,892,6,0,67,1
6203,Самоа,0,0,Q683,8140,893,7,0,51,1
6204,Намибия,0,0,Q1030,13062,1621,8,0,49,1
6205,Науру,0,0,Q697,52183,5569,66,12,305,4
6207,Мексика,0,0,Q96,22648,2848,9,6,105,1
6208,Микронезия Федерациялық Штаттары,0,0,Q702,9173,1030,3,1,65,2
6209,Мозамбик,0,0,Q1029,8192,941,5,0,44,1
6211,Кирибати,0,0,Q710,6838,712,5,0,47,1
6212,Люксембург,0,0,Q32,11083,1204,9,1,64,1
6214,Босния және Герцеговина,0,0,Q225,23083,2771,6,4,40,1
6215,Буркина-Фасо,0,0,Q965,6782,768,6,0,24,1
6216,Бутан,0,0,Q917,6685,735,8,0,43,1
6220,Вануату,0,0,Q686,5776,619,7,0,28,1
6221,Венесуэла,0,0,Q717,7228,857,1,0,50,1
6222,Аруба,0,0,Q21203,4296,447,3,0,24,1
6223,Барбадос,0,0,Q244,6957,701,4,1,58,1
6224,Бағамдар,0,0,Q25530331,474,53,1,0,3,2
6226,Норфолк аралы,0,0,Q31057,3327,368,1,0,22,3
6228,Ниуэ,0,0,Q34020,5260,613,1,0,27,2
6239,Лаос,0,0,Q819,7150,798,5,0,65,1
6240,Либерия,0,0,Q1014,14509,1690,9,0,54,1
6243,Орталық Африка Республикасы,0,0,Q929,15683,1747,8,4,178,1
6244,Руанда,0,0,Q1037,10407,1229,3,0,56,1
6245,Солтүстік Македония,0,0,Q221,21838,2557,8,1,93,1
6249,Маршалл аралдары,0,0,Q709,6033,675,3,0,45,2
6251,Лесото,0,0,Q1013,6041,664,5,0,42,1
6252,Тонга,0,0,Q678,7455,839,5,2,35,1
6254,Соломон аралдары,0,0,Q685,8022,924,6,0,30,1
6256,Сингапур,0,0,Q334,11551,1312,7,2,39,3
6257,Сьерра-Леоне,0,0,Q1044,6494,681,7,0,15,1
6270,Жидда,0,0,Q374365,4021,386,0,0,53,1
6274,Бермудалар,0,0,Q23635,3946,423,2,1,16,4
6278,Америка Құрама Штаттары,0,0,Q30,28110,3107,14,60,195,1
6305,Мешика,0,0,Q3307681,3488,322,6,1,11,1
6394,Құң-зы,0,0,Q4604,12665,1578,2,2,102,2
6435,Сахара Араб Демократиялық Республикасы,0,0,Q40362,5471,634,1,0,30,2
6443,Бабыр,0,0,Q797848,15132,1992,5,0,99,14
6444,Ұлықбек,0,0,Q486088,16398,2047,0,1,24,2
6445,Иерусалим,0,0,Q1218,8191,919,3,0,48,5
6449,Тінтуір,0,0,Q7987,4515,518,3,2,14,2
6452,Компьютер бағдарламасы,0,0,Q40056,12123,1237,3,4,8,2
6455,Ғаламтор,0,0,Q466,1472,161,1,1,3,2
6467,Интернет,0,0,Q75,17187,2045,2,6,71,3
6501,Халықаралық бірліктер жүйесі,0,0,Q12457,5450,673,3,2,61,3
6510,MS-DOS,0,0,Q47604,1453,186,0,1,10,3
6512,Файл,0,0,Q82753,1464,179,0,0,5,1
6536,Психология,0,0,Q9418,20312,2201,12,2,94,3
6540,Сүндеттеу,0,0,Q83345,8336,1015,0,1,24,3
6542,Орамал тағу,0,0,Q20484525,1957,257,1,0,3,1
6545,Құттық,0,0,Q12577217,729,98,0,0,0,1
6547,Бие қысырамас,0,0,Q20485427,597,80,0,0,0,1
6548,Абысын асы,0,0,Q12526552,780,104,0,0,4,1
6549,Айрылысар көже,0,0,Q12527612,547,66,0,0,0,1
6550,Айтыс,0,0,Q2583784,24657,3119,4,1,70,5
6551,Айып,0,0,Q552582,1186,152,1,0,3,1
6552,Ақ алып шығу,0,0,Q12531524,1584,208,1,0,0,3
6569,Қазақ КСР әнұраны,0,0,Q748155,2743,290,2,0,26,1
6582,Юань,0,0,Q25530138,2474,310,0,0,28,2
6585,Женминби,0,0,Q39099,1668,220,0,0,8,1
6603,¥,0,0,Q249321,894,108,0,0,8,3
6604,Қазақстан мерекелері,0,0,Q4376344,14502,1171,0,0,240,2
6617,Теңге нышаны,0,0,Q12565608,3425,316,1,3,26,1
6640,Африка,0,0,Q15,14999,1717,5,8,161,2
6641,Еуразия,0,0,Q5401,13241,1615,2,0,69,2
6642,Солтүстік Америка,0,0,Q49,18496,2247,3,5,118,1
6643,Queen,0,0,Q15862,25743,3410,0,0,78,3
6661,Адам құқықтарының жалпыға бірдей декларациясы,0,0,Q7813,2011,211,2,0,4,3
6665,Элтон Джон,0,0,Q2808,3668,314,2,0,21,41
6679,Ақ құйып шығару,0,0,Q12531596,749,97,1,0,3,3
6680,Ақ жол (ырым),0,0,Q12531560,1430,177,2,0,4,2
6681,Ақ үй аманат,0,0,Q12531600,1556,199,1,0,4,3
6682,Ақтық,0,0,Q12532232,1454,179,1,0,7,3
6683,Ант (ғұрып),0,0,Q12529339,536,76,0,0,0,2
6687,Шөгінді,0,0,Q25530332,1009,112,1,0,4,1
6690,Тау жынысы,0,0,Q8063,3596,403,0,1,20,1
6775,Мэрилин Монро,0,0,Q4616,8252,911,5,2,31,21
6776,The Beatles,0,0,Q1299,11116,1395,2,2,60,19
6778,Білім инновациялық лицейлері,0,0,Q13565019,11956,1233,6,0,37,2
6779,.kz,0,0,Q40619,1919,178,0,1,14,2
6827,Наймандар,0,0,Q727307,38690,4916,10,20,252,8
6830,Керей (тайпа),0,0,Q9355820,13921,1792,3,0,56,1
6836,Жер,0,0,Q2,99928,8707,177,15,382,7
6853,Ғаламшар,0,0,Q634,2520,273,2,1,34,1
6885,Мәскеу,0,0,Q649,12586,1407,5,6,77,5
7022,Фредди Меркьюри,0,0,Q15869,3009,323,1,1,30,25
7023,Джеймс Джойс,0,0,Q6882,1707,176,0,1,19,9
7024,Нил Олден Армстронг,0,0,Q1615,3531,448,0,3,27,6
7025,Ағылшын тілі,0,0,Q1860,41025,3549,6,2,106,6
7042,Бармағын жалау,0,0,Q20485189,1291,157,2,0,4,1
7043,Ауыз тию,0,0,Q12530941,1004,128,1,0,4,1
7044,Аяғына жығылу,0,0,Q12531344,1010,135,0,0,3,1
7045,Байлау (салт),0,0,Q12532906,590,72,0,0,0,1
7046,Бал басы,0,0,Q12533111,884,116,0,0,0,1
7047,Ай санау,0,0,Q12527337,1259,181,0,0,0,1
7048,Артынан топырақ шашу,0,0,Q12529955,938,115,1,0,4,1
7049,Ат майы (дәстүр),0,0,Q20484612,785,107,0,0,0,1
7051,Деңгене,0,0,Q13167736,1218,171,1,0,3,1
7052,Араша (Бразилия),0,0,Q586057,2910,270,0,0,7,1
7053,Ат құйрығын кесу,0,0,Q20484621,987,114,1,0,4,1
7054,"Ат мінгізіп, шапан жабу",0,0,Q12530459,1266,147,1,0,2,3
7055,Ауызбастырық,0,0,Q12530948,841,102,1,0,2,3
7056,Ерулік,0,0,Q12542157,847,85,2,1,5,1
7061,Меркурий (ғаламшар),0,0,Q308,5172,681,0,4,35,3
7071,Ақмола (ескерткіш белгі),0,0,Q12531848,1551,159,2,1,9,2
7078,Қабыш Жанұзақов,0,0,Q22696753,2047,241,0,2,25,4
7093,Бабырнама,0,0,Q1906014,3530,388,3,0,44,2
7098,Қанат Бекмырзаұлы Саудабаев,0,0,Q1856100,18326,1589,16,0,137,10
7103,Курув,0,0,Q2316,4499,554,0,2,69,1
7127,Әлмерек абыз,0,0,Q12578786,2493,292,1,0,8,2
7145,Қабанбай батыр,0,0,Q4206534,21052,2696,2,3,61,2
7147,Наурызбай батыр,0,0,Q4228977,9413,1157,2,0,54,3
7159,Бауыржан Момышұлы,0,0,Q2467249,28949,3272,18,6,150,8
7161,Қорқыт ата,0,0,Q4233156,15154,1882,5,3,98,3
7166,Киіз үй,0,0,Q15680,24514,3110,14,3,125,6
7168,Отырар,0,0,Q956911,11203,1401,2,2,74,3
7171,Жеті жарғы,0,0,Q4179777,8435,1111,0,0,24,2
7174,Болат,0,0,Q11427,3116,344,6,2,13,4
7184,Қазақ билері,0,0,Q12572849,600,83,0,1,5,1
7190,Қарасай батыр,0,0,Q4214173,14157,1847,3,1,31,3
7259,Кеңестік Социалистік Республикалар Одағы,0,0,Q15180,31255,3225,5,2,270,4
7269,Қытайдағы қазақтардың азықтану салты,0,0,Q12576682,7045,978,1,0,33,1
7278,Кеңес Одағы әнұраны,0,0,Q12549133,885,109,0,1,1,1
7279,Күн (жұлдыз),0,0,Q525,13645,1719,1,6,40,4
7281,Ашина,0,0,Q686722,4760,597,3,2,20,3
7285,Білге қаған,0,0,Q381125,9315,1170,3,8,37,3
7287,Минерал,0,0,Q7946,9993,1103,3,2,77,3
7294,Бор (тау жынысы),0,0,Q183670,1818,180,1,1,13,1
7299,Ай (серік),0,0,Q405,19305,2459,3,12,57,2
7300,Марс,0,0,Q111,11508,1388,11,3,110,4
7306,Орогенез,0,0,Q184554,1473,169,1,1,4,1
7328,SuperStar KZ,0,0,Q492429,17491,2348,0,1,79,1
7336,Серпер (күй),0,0,Q12562126,554,54,0,0,2,1
7337,Тойбастар,0,0,Q12565816,1274,126,2,0,6,1
7338,Әсем қоңыр,0,0,Q25530333,653,69,0,0,4,1
7340,Телқоңыр,0,0,Q12565289,538,50,0,0,2,1
7341,Был­қылдақ (күй),0,0,Q12536507,717,65,0,0,3,2
7342,Қосалқа,0,0,Q12575917,1583,214,1,0,11,1
7343,Қайран шешем,0,0,Q16436482,3123,426,0,0,1,2
7344,Ақсақ құлан,0,0,Q12532060,1440,202,0,0,0,3
7345,Ел айырылған,0,0,Q25530334,347,40,0,0,3,3
7346,Ілияс Қорықбаев,0,0,Q12526029,1539,179,0,0,14,6
7348,Қайырғали Үсенғалиұлы Қожанбаев,0,0,Q12573931,2913,321,1,0,8,15
7349,Жәлекеш Айпақов,0,0,Q12546069,942,96,0,0,9,6
7350,Жайлаубай Асылханов,0,0,Q12542791,1216,134,0,0,17,5
7357,Құқық,0,0,Q780687,6783,763,2,0,21,2
7375,Қылмыстық заң,0,0,Q12576515,7218,862,0,0,14,0
7377,Смартфон,0,0,Q22645,752,67,0,6,6,1
7378,Бразилия әнұраны,0,0,Q134654,1957,307,0,0,7,2
7379,PageRank,0,0,Q184316,1648,217,0,0,8,1
7387,Шәкәрім Құдайбердіұлы,0,0,Q4244342,35041,4389,4,2,131,10
7390,Жанқожа Нұрмұхамедұлы,0,0,Q4178115,13284,1634,5,2,32,4
7393,Әл-Құдысқа қайта оралу,0,0,Q230576,542,57,0,0,3,1
7407,Мәжит Төлеубекұлы Есенбаев,0,0,Q4177075,9250,1008,0,0,65,8
7410,Елеусін Наурызбайұлы Сағындықов,0,0,Q4404434,5601,614,1,0,26,23
7413,Серік Әбікенұлы Үмбетов,0,0,Q4475351,6297,712,2,0,38,14
7415,Жәнібек Сәлімұлы Кәрібжанов,0,0,Q7258508,7381,714,4,0,44,24
7417,Бөрібай Биқожаұлы Жексембин,0,0,Q4178652,2040,189,1,1,10,11
7419,Нұрғали Сәдуақасұлы Әшім,0,0,Q4073463,6655,594,2,0,46,10
7423,Сергей Витальевич Кулагин,0,0,Q4245951,9241,1025,2,0,51,8
7425,Мұхтар Абрарұлы Құл-Мұхаммед,0,0,Q4245925,10365,1128,0,0,53,18
7427,Бесікке салу,0,0,Q20485382,2839,360,1,0,10,1
7441,Пенициллин,0,0,Q12190,4995,576,0,2,14,4
7445,Өзен,0,0,Q4022,11335,1470,7,3,50,2
7446,Екпін,0,0,Q181767,2107,259,2,0,7,4
7447,Әдебиет саласындағы Нобель сыйлығы,0,0,Q37922,8420,1015,11,1,51,1
7449,Магиялық реализм,0,0,Q147516,2683,330,0,1,20,1
7455,Тұмау,0,0,Q2840,5026,627,2,1,29,2
7456,Қан,0,0,Q7873,28555,3644,2,4,59,3
7457,Жүрек,0,0,Q1072,12719,1574,4,3,28,1
7460,Монолог,0,0,Q261197,6252,753,3,0,24,3
7461,Диалог,0,0,Q131395,2171,250,5,0,9,3
7468,Қабуснама,0,0,Q427107,3882,469,0,0,12,1
7469,Қошмұхамбет Дүйсебайұлы Кемеңгеров,0,0,Q12548727,19283,2318,2,3,34,7
7471,Абстракционизм,0,0,Q128115,4967,547,2,1,26,2
7472,Буферлеу (информатика),0,0,Q331911,1130,128,0,0,1,2
7473,Йоганн Вольфганг фон Гёте,0,0,Q5879,6513,719,2,1,21,22
7474,Гетера,0,0,Q466118,1084,121,0,0,9,2
7476,Компьютер,0,0,Q68,32180,3861,1,6,71,1
7491,Бақыт Тұрлыханұлы Сұлтанов,0,0,Q4445713,41539,3508,66,3,172,8
7492,Қайрат Айтмұхамбетұлы Нұрпейісов,0,0,Q4328163,7426,797,5,0,38,12
7494,Тайыр Аймұхамедұлы Мансұров,0,0,Q4280619,7520,673,1,0,52,3
7496,Өмірзақ Естайұлы Шөкеев,0,0,Q4527445,16448,1654,19,0,96,14
7498,Асқар Ұзақбайұлы Мамин,0,0,Q527063,6986,730,3,0,47,11
7509,Маргарет Тэтчер,0,0,Q7416,12160,1217,14,1,90,12
7535,Анахронизм,0,0,Q189203,1669,201,2,0,7,2
7536,Андеграунд,0,0,Q26392,973,98,0,0,2,1
7537,Анимизм,0,0,Q43004,2028,234,1,0,3,2
7538,Аномия,0,0,Q17930,2046,224,2,0,3,1
7540,Георг Зиммель,0,0,Q76849,2594,273,1,0,10,18
7541,Идеал,0,0,Q840396,503,60,1,0,1,1
7545,Иероглиф,0,0,Q193762,2561,307,4,1,7,2
7547,Икона,0,0,Q132137,1229,123,3,1,7,3
7548,Икебана,0,0,Q178459,2851,375,0,0,0,2
7550,Имидж,0,0,Q1659580,5947,737,4,0,3,4
7552,Импровизация,0,0,Q214961,5438,605,3,1,19,3
7553,Импрессионизм,0,0,Q40415,6157,669,3,0,10,2
7554,Индуизм,0,0,Q9089,23692,2971,1,2,23,1
7555,Инициация,0,0,Q594939,952,101,2,1,3,3
7556,Сауат Мұхаметбайұлы Мыңбаев,0,0,Q2226968,9054,1043,7,0,48,13
7557,Бердібек Мәшбекұлы Сапарбаев,0,0,Q4408033,11911,1327,2,0,85,17
7558,Қанат Алдабергенұлы Бозымбаев,0,0,Q3088780,10195,1084,8,0,59,6
7560,Қуанышбек Бақытбекұлы Есекеев,0,0,Q4177065,6501,629,9,0,26,4
7562,Қали Сейілбекұлы Әбдиев,0,0,Q16433492,1615,174,1,0,3,3
7564,Бақытжан Әбдірұлы Сағынтаев,0,0,Q4404442,13178,1388,11,0,75,13
7566,Аңырақай шайқасы,0,0,Q4066889,15686,2063,5,0,37,2
7567,Бөкей Ордасы,0,0,Q129799,15665,1851,3,1,91,5
7570,Азаматтық қоғам,0,0,Q181865,6110,708,3,0,16,4
7573,Қасқыр,0,0,Q18498,9994,1214,1,0,46,1
