p31,label_en,label_kk,label_ru,total_entities,covered_entities,missing_entities,coverage_pct,missing_pct
Q91908604,freight train service,freight train service,freight train service,1,0,1,0.0,100.0
Q9259,World Heritage Site,Әлемдік мұра,всемирное наследие,1,0,1,0.0,100.0
Q92634207,papal visit,papal visit,papal visit,1,0,1,0.0,100.0
Q928830,metro station,Метро бекеті,станция метрополитена,14,13,1,92.86,7.14
Q93436926,Wikidata property for authority control for sports people,Wikidata property for authority control for sports people,"свойство для нормативного контроля людей, относящихся к спорту",1,0,1,0.0,100.0
Q9346860,geological structure,geological structure,геологическая структура,1,0,1,0.0,100.0
Q935741,election commission,Сайлау комиссиясы,избирательная комиссия,1,1,0,100.0,0.0
Q936648,diarchy,диархия,диархия,1,1,0,100.0,0.0
Q938381,bid for the Olympic Games,bid for the Olympic Games,Выборы столиц Олимпийских игр,1,0,1,0.0,100.0
Q9388534,archival collection,archival collection,архивная коллекция,1,0,1,0.0,100.0
Q94579592,defunct association football club,defunct association football club,расформированный футбольный клуб,3,3,0,100.0,0.0
Q94696559,national futsal team,national futsal team,national futsal team,3,1,2,33.33,66.67
Q948571,organ of state,Авторитет,орган государственной власти,2,1,1,50.0,50.0
Q94993988,commercial traffic aerodrome,commercial traffic aerodrome,коммерческий аэродром,22,22,0,100.0,0.0
Q95155801,fact-checking organisation,fact-checking organisation,организация по проверке фактов,2,0,2,0.0,100.0
Q952037,political family,political family,семья политиков,2,2,0,100.0,0.0
Q954007,affinity,affinity,свойство́,1,0,1,0.0,100.0
Q961082,gazebo,gazebo,беседка,1,0,1,0.0,100.0
Q974968,,,,1,1,0,100.0,0.0
Q97584729,Wikidata property related to biographical dictionaries,Wikidata property related to biographical dictionaries,свойство Викиданных для биографических словарей,1,0,1,0.0,100.0
Q98374631,transport by country or region,transport by country or region,транспорт в стране или регионе,1,1,0,100.0,0.0
Q98374854,tourism in a region,tourism in a region,туризм в регионе,1,1,0,100.0,0.0
Q9842,,,,4,0,4,0.0,100.0
Q98925384,KVN team,KVN team,команда КВН,2,0,2,0.0,100.0
Q98929991,,,,1,1,0,100.0,0.0
Q989946,shelter,shelter,укрытие,1,1,0,100.0,0.0
Q99527323,architecture of geographic location,architecture of geographic location,архитектура территории,3,1,2,33.33,66.67
